pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,lifesoaks_time,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc,mapchannels_time,unit_cell_atom
5j4h,4.19818,3.41881,2.5531,2.18773,0.435686,26,3.90,3.10,2.30,2.14,0.43,7,6988
5j4k,3.95589,3.43556,2.56087,2.18937,0.436109,22,3.50,3.10,2.30,2.14,0.43,7,6988
5j7b,30.4472,5.36054,5.36054,4.22578,0.707849,130,29.70,5.30,5.30,3.61,0.66,208,27210
5j7s,22.4324,11.7861,6.68955,4.45909,0.723135,86,22.10,11.10,6.50,4.04,0.70,103,18088
5jdv,4.99928,2.3529,2.3529,2.13865,0.422736,16,4.50,1.90,1.50,2.14,0.42,3,4122
5je7,4.97843,2.32895,2.32895,2.15307,0.4266,15,4.90,2.10,1.50,2.15,0.43,3,4098
5jeg,4.9742,2.31654,2.31654,2.12566,0.419207,14,4.50,1.90,1.30,2.12,0.42,3,4128
5jeh,4.89102,2.071,2.071,2.08711,0.40848,15,4.70,1.90,1.50,2.08,0.41,3,4120
5jep,4.86354,2.25911,2.25911,2.13392,0.421456,15,4.50,2.10,1.50,2.13,0.42,3,4114
5jes,4.5708,2.24656,2.24656,2.08913,0.409051,13,4.30,1.90,1.50,2.09,0.41,3,4116
5jg3,5.0468,2.31692,2.31692,2.15033,0.425871,14,4.50,2.10,1.50,2.15,0.43,3,4128
5jg5,4.98107,2.30757,2.30757,2.1259,0.419272,14,4.50,1.90,1.70,2.12,0.42,3,4128
5jgs,4.63588,2.22188,2.22188,2.14347,0.424034,17,4.30,1.70,1.50,2.14,0.43,3,4092
5jgt,4.88464,2.11955,2.11955,2.12022,0.417716,15,4.50,1.70,1.70,2.12,0.42,3,4122
5jh6,20.9034,10.3548,6.00481,4.32655,0.714653,97,20.70,10.10,5.70,4.00,0.69,89,18456
5jhx,6.89969,6.34131,6.34131,2.33663,0.471646,253,6.30,5.50,5.30,2.24,0.45,237,45220
5jk3,20.0556,10.5895,8.08371,4.54086,0.72812,81,19.70,10.10,7.90,3.96,0.69,99,17376
5jnu,4.13358,1.85308,1.85308,1.89394,0.348149,41,3.70,1.90,1.90,1.82,0.32,9,9840
5jun,19.632,2.78782,2.78782,2.88702,0.572374,34,19.70,2.50,2.30,2.73,0.55,9,7608
5jur,19.4922,3.49016,3.49016,3.05349,0.595686,33,19.50,3.30,3.30,2.70,0.55,9,7104
5k1j,7.67602,2.64593,2.34935,2.29379,0.461778,28,7.50,2.70,2.30,2.29,0.46,6,7168
5k1n,8.35208,2.93432,2.11502,2.34927,0.474488,21,8.10,2.50,2.50,2.29,0.46,6,7140
5k6m,11.7339,6.69554,5.57438,2.71981,0.546084,102,11.50,6.50,5.30,2.33,0.47,75,24484
5k6n,11.5488,6.65981,5.7574,2.71362,0.545047,100,11.30,6.50,5.50,2.33,0.47,75,24516
5k6o,11.4322,6.7207,5.75848,2.72531,0.546999,114,11.30,6.50,5.50,2.35,0.48,76,24604
5ke0,6.1781,5.78202,3.90335,2.59039,0.523405,38,6.10,5.70,3.50,2.41,0.49,18,11120
5kh5,14.0044,9.22068,9.22068,3.04353,0.594364,138,13.30,8.90,8.30,2.55,0.52,157,29224
5kjt,16.076,4.24501,4.24501,2.51835,0.509771,83,16.10,3.70,3.50,2.50,0.51,51,20214
5kju,16.8888,3.12735,3.12735,2.47114,0.500405,83,16.70,2.90,2.70,2.46,0.50,53,20214
5kjw,7.70871,3.99018,2.30266,2.28829,0.460483,23,7.30,3.90,2.30,2.26,0.46,6,6578
5kmw,14.4981,2.03566,2.03566,2.66279,0.536363,51,14.30,1.70,1.50,2.69,0.54,19,11712
5kos,14.1909,14.1909,14.1909,2.95563,0.582299,348,13.90,13.90,13.90,2.91,0.58,687,61368
5kot,15.672,15.672,15.672,3.0783,0.598945,280,15.70,15.70,15.70,3.05,0.60,726,61848
5koy,11.0985,10.7693,10.7693,4.09558,0.698561,600,10.30,10.10,9.70,3.86,0.68,2502,73280
5kq4,6.43701,5.02958,4.62532,2.63098,0.530757,58,6.30,4.70,3.70,2.48,0.51,21,12694
5lap,7.99212,6.10944,3.73333,2.7525,0.551475,51,7.70,5.90,3.30,2.48,0.51,21,12344
5lbg,5.70778,5.04605,4.80016,2.39519,0.484563,36,5.70,4.70,4.50,2.37,0.48,8,7972
5lfo,11.8252,3.80077,3.80077,2.29256,0.46149,121,11.30,3.50,3.30,2.17,0.43,53,21876
5lgo,3.46822,3.46822,3.46821,2.02165,0.389328,39,3.70,3.70,3.30,2.02,0.39,11,9774
5lh4,7.40231,3.49279,3.49279,2.27374,0.457033,17,7.10,3.30,3.30,2.27,0.46,5,6516
5lh8,7.18723,3.29417,3.29417,2.21047,0.441491,18,7.10,2.90,2.90,2.21,0.44,5,6516
5ll3,8.71547,6.64752,4.75298,2.43849,0.493715,252,8.50,6.30,4.30,2.12,0.42,332,51664
5ll8,5.26356,2.1908,2.1908,2.11649,0.416691,15,4.90,2.90,1.50,2.05,0.40,3,4098
5llx,11.3621,6.14388,3.34024,2.96037,0.582969,325,11.30,6.10,3.10,2.88,0.57,282,42932
5lpy,25.417,5.34528,5.34528,2.99261,0.587461,62,26.90,4.90,4.90,2.91,0.58,32,13560
5lsg,11.335,11.335,3.81872,2.77221,0.554663,81,11.10,11.10,3.70,2.35,0.48,36,16520
5m12,8.00251,7.5467,7.5467,2.62072,0.528919,71,7.30,7.10,6.90,2.43,0.49,38,17328
5m16,8.07036,6.97593,6.97593,2.62832,0.530282,77,7.50,6.70,6.70,2.43,0.49,38,17300
5m78,5.7973,1.91493,1.85243,2.10936,0.414721,13,5.10,2.70,1.50,2.06,0.40,2,4130
5mbk,9.16765,9.16765,1.48596,2.58838,0.523034,70,8.50,8.50,1.30,2.49,0.51,24,10840
5mbx,13.5021,3.74478,3.74478,2.26908,0.455918,124,13.10,2.90,2.90,2.16,0.43,52,22002
5mq5,6.72116,4.33055,4.18794,2.18812,0.435785,210,6.90,4.10,3.90,2.10,0.42,193,38296
5mql,9.56568,9.56568,9.56568,3.09522,0.601137,333,9.10,9.10,8.50,2.46,0.50,573,60992
5mqt,11.1794,11.1794,11.1794,3.44003,0.641118,369,10.10,9.90,9.70,2.74,0.55,675,61248
5mz8,9.75766,9.39389,9.39389,2.61591,0.528053,260,9.50,9.10,9.10,2.44,0.50,470,59492
5n5q,8.22353,3.17144,2.2107,2.39553,0.484636,27,7.90,2.70,2.70,2.39,0.49,6,7168
5n62,8.18849,2.65149,2.37853,2.34128,0.472696,23,7.90,2.70,2.70,2.31,0.47,6,7168
5nep,6.77,6.77,6.77,3.30871,0.626874,29,6.30,6.30,6.10,3.47,0.76,12,7002
5nex,6.7949,6.7949,6.7949,3.41443,0.638426,32,6.50,6.50,6.50,3.59,0.77,15,7002
5npl,6.38277,5.07936,5.07936,2.38014,0.481305,194,5.90,4.70,4.30,2.04,0.40,115,33416
5o1a,8.56073,6.0559,3.52978,2.76642,0.553731,42,8.10,5.90,3.10,2.49,0.51,21,12300
5o1b,8.91108,6.1216,3.7893,2.74987,0.551045,44,8.50,6.10,3.50,2.49,0.51,22,12396
5o1c,9.0215,6.01876,3.57478,2.76228,0.553062,45,8.50,5.90,3.50,2.49,0.51,21,12336
5o1d,8.32195,6.0866,3.57345,2.75642,0.552112,44,8.10,6.10,3.30,2.49,0.51,21,12372
5o1e,8.52273,6.11416,3.53176,2.74299,0.549919,47,8.30,6.10,3.30,2.48,0.51,21,12396
5o1f,8.19457,6.04483,3.48182,2.74622,0.550448,47,8.10,5.90,3.50,2.47,0.50,21,12336
5o1g,8.46908,6.03567,3.60564,2.75099,0.551228,46,8.30,5.90,3.50,2.48,0.50,21,12336
5o1h,8.43904,6.07399,3.56311,2.77669,0.555381,44,8.10,5.90,3.70,2.50,0.51,21,12300
5o1i,8.47076,6.20499,3.57688,2.75091,0.551214,50,8.10,6.10,3.50,2.48,0.50,22,12336
5o4n,5.71512,3.71535,3.08028,2.32303,0.468553,86,5.50,3.50,3.10,2.21,0.44,30,16526
5odq,10.1175,6.53088,4.62674,2.54168,0.514272,1140,9.90,6.70,4.50,2.50,0.51,2378,124132
5og7,5.1283,4.98379,4.58038,2.39878,0.485336,16,4.70,4.30,4.10,2.40,0.49,4,4778
5ogk,8.22749,6.5178,6.5178,3.1604,0.609364,125,7.90,6.30,5.70,2.80,0.56,52,18492
5oic,15.1816,9.50356,9.50356,3.37665,0.63438,105,14.90,9.50,9.50,3.35,0.63,142,23868
5oil,15.3411,9.58276,9.58276,3.40233,0.637141,91,15.10,9.50,9.50,3.38,0.64,178,23868
5oim,15.2938,9.48725,9.48725,3.39197,0.636032,108,15.10,9.30,9.30,3.37,0.64,145,23868
5oin,20.8804,16.9503,16.9503,3.84149,0.678622,119,20.50,16.50,16.30,3.81,0.68,264,31840
5oio,20.2482,16.9954,16.9954,3.74316,0.67018,133,19.70,16.70,16.50,3.70,0.67,366,31704
5oir,14.7519,9.5169,9.5169,3.3544,0.631955,114,14.50,9.50,9.50,3.33,0.63,134,23868
5olg,8.81345,7.0033,5.816,2.86372,0.568893,190,8.50,6.90,5.50,2.57,0.52,82,24272
5olh,8.87179,6.81942,5.96033,2.90958,0.575688,194,8.50,6.50,5.70,2.59,0.53,120,24112
5olo,8.78471,6.70839,6.03825,2.99987,0.58846,152,8.50,6.50,5.50,2.63,0.53,120,23704
5olv,9.15823,7.05912,5.82615,2.94555,0.58087,189,8.70,6.90,5.70,2.61,0.53,93,23984
5om1,9.03488,7.17,6.11755,2.92767,0.57831,164,8.70,6.90,5.70,2.60,0.53,86,23984
5om4,8.72309,6.21785,5.97836,2.89582,0.573672,193,8.50,5.70,5.70,2.57,0.52,80,24056
5t7e,5.27332,4.2668,4.2668,2.27453,0.457221,60,4.90,4.70,3.90,2.09,0.41,15,11084
5tcg,15.3866,14.2897,14.2897,3.28775,0.624494,370,14.90,14.50,12.90,3.10,0.60,1276,76256
5tci,16.0051,13.8987,13.8987,3.26267,0.621608,349,15.70,13.70,12.70,3.10,0.60,1194,76812
5tcj,15.4887,14.1865,14.1865,3.29355,0.625156,346,15.10,14.50,12.90,3.10,0.60,1272,76328
5tij,6.77696,5.89923,5.89923,2.30589,0.464603,100,6.70,5.50,4.90,2.26,0.46,83,26512
5tk6,11.0654,3.9135,3.9135,2.35949,0.476764,167,10.70,3.70,3.50,2.32,0.47,104,28368
5tk7,11.0923,4.49845,4.49845,2.37355,0.479865,213,10.70,4.10,4.10,2.33,0.47,108,28368
5ttz,6.70863,5.37419,3.01343,2.70712,0.543955,57,6.50,4.90,2.90,2.51,0.51,24,13672
5u0y,8.27894,4.04507,4.04507,2.72999,0.547775,80,8.10,3.90,3.50,2.59,0.53,39,16396
5u2k,5.83158,5.83158,5.83158,2.42975,0.491895,61,5.70,5.70,5.70,2.31,0.47,23,13365
5u5h,6.40396,5.85054,4.22632,2.39676,0.484901,22,6.10,5.70,4.90,2.32,0.47,4,5752
5u5k,6.22342,4.50878,3.98505,2.38645,0.482675,22,5.70,4.30,3.70,2.33,0.47,4,5804
5u5t,6.67408,4.87074,3.25158,2.39035,0.483519,115,6.50,4.30,2.90,2.25,0.46,67,24448
5u5u,9.52934,8.40677,8.40677,3.10733,0.602691,36,8.70,8.50,8.30,3.10,0.60,16,9312
5u5v,8.77608,8.5397,8.5397,3.10753,0.602717,39,8.70,8.70,8.30,3.10,0.60,14,9312
5u5w,9.1233,8.90821,8.90821,3.11726,0.603958,35,8.70,8.50,8.50,3.11,0.61,17,9312
5u5x,9.23284,8.19382,8.19382,3.11068,0.60312,37,8.90,8.30,8.10,3.11,0.60,14,9312
5u5y,8.88126,8.49677,8.49677,3.11163,0.60324,37,8.50,8.50,8.50,3.11,0.60,14,9312
5u5z,8.67582,7.46869,7.46869,2.99186,0.587358,39,8.10,7.50,7.10,2.99,0.59,16,9312
5u60,8.78756,7.57051,7.57051,2.98449,0.586339,38,8.50,7.50,7.30,2.98,0.59,14,9312
5u61,9.16048,8.57214,8.57214,3.10012,0.601768,37,8.50,8.50,8.30,3.10,0.60,16,9312
5u62,6.63888,4.95908,3.31524,2.37862,0.480973,125,6.50,4.30,3.30,2.27,0.46,66,24684
5u6i,5.45178,5.36902,3.69005,2.55419,0.516651,34,5.30,5.30,3.10,2.37,0.48,18,11072
5u7f,3.59834,2.33759,2.33759,2.02211,0.389464,15,2.90,1.70,1.70,1.94,0.37,3,4700
5u7h,3.31789,1.9708,1.9708,1.97662,0.375414,15,3.10,1.50,1.50,1.90,0.35,2,4700
5uat,11.8755,6.15352,6.07044,2.85212,0.56714,190,12.10,6.10,5.70,2.42,0.49,220,40492
5uau,12.5068,7.28878,6.84767,2.95852,0.582708,172,12.10,6.50,6.50,2.49,0.51,226,40176
5uav,10.4083,6.28707,6.0713,2.79977,0.559047,201,9.70,6.10,5.70,2.40,0.49,225,40932
5ubg,5.36846,4.26851,4.26851,2.53201,0.512416,56,4.90,4.10,3.90,2.48,0.51,22,13928
5ubh,5.73094,4.0005,4.0005,2.48482,0.503156,50,5.50,3.70,3.70,2.41,0.49,24,13760
5ubi,5.78767,4.45393,4.45393,2.43485,0.49296,46,5.50,4.30,3.90,2.37,0.48,21,13792
5uds,9.209,6.41798,6.41798,2.77135,0.554524,624,8.50,5.50,5.50,2.43,0.49,1991,93808
5udu,8.42774,5.9784,5.9784,2.7928,0.557946,643,7.70,5.50,5.50,2.45,0.50,1621,94168
5udv,8.03659,6.18292,6.18292,2.7581,0.552385,671,7.50,5.70,5.50,2.42,0.49,1682,93936
5udw,9.20961,6.18032,6.18032,2.77858,0.555685,681,8.30,5.90,5.90,2.38,0.48,1495,91760
5udx,9.20261,6.18807,6.18807,2.86044,0.568399,596,8.50,5.50,5.50,2.44,0.50,1674,91576
5ufm,22.2677,4.27954,4.27954,2.88777,0.572484,103,21.90,4.10,3.90,2.73,0.55,76,21132
5ug2,8.37669,7.35274,7.35274,2.96744,0.583962,42,7.70,6.90,6.90,2.96,0.59,16,9312
5ujk,17.0695,6.27137,6.27137,2.66522,0.536786,109,17.30,5.90,5.90,2.62,0.53,113,27888
5unb,4.37929,4.12199,3.10761,2.17863,0.433329,35,3.90,3.90,2.90,2.07,0.41,12,10662
5uth,11.9017,7.40121,7.40121,3.2327,0.6181,71,11.50,7.10,7.10,3.08,0.60,37,13890
5uui,3.84714,3.84714,3.84714,2.32126,0.468148,33,3.70,3.50,3.50,2.00,0.39,11,9567
5uxh,11.195,6.13327,5.46251,2.84583,0.566183,52,11.30,5.90,5.30,2.73,0.55,18,11322
5uyv,3.07844,2.54054,1.87218,1.99762,0.38198,24,2.90,2.30,1.70,1.69,0.27,7,8612
5uyw,4.76626,3.38601,3.38601,2.29097,0.461115,38,3.90,3.70,3.10,1.92,0.36,8,8560
5v0u,8.18331,7.05063,7.05063,2.90559,0.575106,298,7.50,6.70,6.70,2.55,0.52,355,39264
5v0v,16.1887,3.54894,3.54894,2.77718,0.555461,175,15.90,3.50,3.50,2.76,0.56,135,27528
5v2v,3.58899,3.58899,3.1023,2.13583,0.421973,39,3.50,3.10,3.10,1.84,0.33,10,9512
5v79,8.17055,4.95528,4.95528,2.83726,0.564873,78,8.10,4.70,4.30,2.62,0.53,37,15932
5vir,6.18617,3.65832,3.49565,2.45726,0.497583,46,5.90,3.50,3.30,2.00,0.39,16,11760
5vj5,4.97076,3.92662,3.92662,2.30451,0.464281,92,4.30,3.90,3.50,2.30,0.47,53,22272
5vjg,5.04768,3.98153,3.98153,2.32415,0.46881,113,4.70,3.90,3.70,2.32,0.47,61,22280
5vkr,5.08141,3.99816,3.99816,2.3363,0.471571,109,4.90,3.70,3.70,2.33,0.47,65,22280
5vn0,8.23364,7.99107,7.99107,2.83475,0.564487,193,7.90,7.50,7.10,2.47,0.50,113,27418
5voh,8.20989,8.03863,7.84786,2.81583,0.561562,133,7.90,7.30,7.10,2.45,0.50,110,27460
5voo,14.2611,10.2976,10.2976,3.36748,0.633386,1431,12.70,9.70,9.50,3.20,0.62,6376,159084
5vp5,3.86142,3.86142,3.35608,2.21673,0.443069,49,3.30,3.30,3.30,1.92,0.36,17,11956
5vz4,7.97445,6.93302,5.66412,3.05388,0.595738,93,7.70,7.10,5.50,2.54,0.52,52,18424
5w2h,6.53692,6.53692,2.72594,2.38655,0.482698,53,6.30,6.10,2.50,2.22,0.45,26,15480
5w2i,6.2207,6.2207,2.79108,2.38984,0.483409,57,6.30,6.10,2.70,2.24,0.45,26,15560
5wp1,5.5063,4.8894,2.92,2.39106,0.483673,21,5.10,4.50,2.70,2.32,0.47,5,5630
5wpn,8.37749,8.37749,8.37749,3.19567,0.613674,784,7.70,7.70,7.70,3.16,0.61,4387,132864
5xk7,8.62884,5.73015,4.89055,2.65725,0.535397,133,8.50,5.70,4.70,2.42,0.49,92,27368
5xk8,9.14301,4.48331,4.48331,2.47536,0.501257,126,8.50,3.90,3.90,2.25,0.45,85,27232
5xk9,9.39777,6.07686,5.22132,2.77818,0.55562,129,8.70,5.90,4.70,2.52,0.51,93,27228
5xkd,7.0146,5.15534,4.80762,2.52003,0.510097,272,6.70,4.70,4.50,2.47,0.50,369,55216
5y7f,4.64081,3.35847,3.35847,2.17977,0.433625,34,4.30,3.10,3.10,2.04,0.40,8,8960
5y7p,5.73453,5.38902,5.24537,2.25965,0.453647,233,5.10,5.10,4.50,2.18,0.44,170,41260
5yas,8.45848,7.04323,6.50049,2.78179,0.556197,70,8.30,6.50,6.30,2.77,0.56,36,16456
5yw5,4.63366,4.55977,4.55977,2.37039,0.479171,91,4.30,4.10,3.90,2.31,0.47,53,21148
5z46,5.88878,4.84522,4.84522,2.56243,0.518205,68,5.70,4.30,4.30,2.41,0.49,41,18748
5zhj,5.01794,3.23935,2.77797,2.16756,0.430435,19,4.90,3.10,2.70,1.88,0.35,4,6380
5zhk,4.95672,4.48732,3.60979,2.35314,0.475352,20,4.70,4.50,3.50,2.06,0.40,5,6444
5zhl,4.83631,4.74314,3.49774,2.33993,0.472391,20,4.30,4.30,3.50,2.05,0.40,5,6444
5zhm,13.1607,3.75208,3.75208,2.83233,0.564115,117,12.90,3.90,3.90,2.50,0.51,96,22650
5zhn,12.9096,3.57441,3.57441,2.88192,0.571616,115,12.50,3.70,3.70,2.53,0.52,90,22542
6a4o,4.88523,2.72335,2.72335,1.98976,0.37954,25,4.70,2.50,2.50,1.99,0.38,6,8008
6a4p,4.77751,2.8518,2.8518,1.98027,0.376567,23,4.70,2.70,2.50,1.98,0.38,6,8000
6a4q,5.08403,2.70478,2.70478,2.0102,0.385847,27,4.90,2.50,2.10,2.01,0.39,6,8008
6afr,3.16035,2.4419,1.66027,1.97022,0.373385,14,2.90,2.50,1.70,1.97,0.38,2,4248
6aol,7.52906,4.31001,3.43934,2.77521,0.555144,27,7.10,4.30,3.30,2.61,0.53,6,6924
6aom,5.62814,4.64468,2.98288,2.69488,0.541884,53,5.30,4.30,2.70,2.50,0.51,23,13676
6ari,7.98876,4.89468,4.89468,2.93207,0.578944,91,7.50,4.70,4.50,2.74,0.55,52,18696
6asp,5.8157,4.66909,3.15538,2.72815,0.54747,52,5.70,4.70,3.10,2.55,0.52,24,13788
6asq,5.44853,5.00847,2.99195,2.69548,0.541986,45,5.30,4.50,2.70,2.54,0.52,23,13860
6ax1,8.64926,7.93177,7.93177,3.01564,0.590611,157,8.50,7.90,6.70,2.46,0.50,174,35176
6b1f,2.89921,2.67382,2.67382,1.86189,0.336927,13,2.90,2.30,2.10,1.87,0.34,2,4009
6b1j,3.06647,2.63956,2.63956,1.84161,0.329626,13,2.70,2.30,2.10,1.86,0.34,2,4029
6b99,10.2891,8.20138,7.46139,3.04702,0.594827,46,9.90,7.90,7.30,2.49,0.51,25,13224
6b9a,10.3026,9.10497,8.13346,3.05433,0.595798,43,9.70,8.50,7.90,2.49,0.51,26,13188
6b9r,5.37503,4.74877,4.67526,2.28221,0.459047,149,4.90,4.70,4.30,2.25,0.45,85,27522
6b9t,5.80882,4.36857,4.3409,2.2899,0.460864,402,5.50,4.10,4.10,2.23,0.45,450,57328
6bd9,21.5035,14.41,14.41,4.02011,0.692902,181,20.90,14.30,14.10,3.26,0.62,241,33592
6bnf,20.3089,20.3089,20.3089,3.67111,0.663707,267,19.70,19.70,19.70,3.58,0.66,908,62448
6boi,6.76349,5.83851,4.85027,2.84527,0.566098,54,6.50,5.70,5.50,2.87,0.57,17,10724
6brd,8.61051,7.60148,6.03092,2.9997,0.588436,288,8.30,7.30,5.90,2.98,0.59,272,43984
6bwq,9.44334,9.44334,9.44334,2.37162,0.479441,130,8.90,8.90,8.90,2.28,0.46,79,27240
6bwr,9.79834,9.79834,9.79834,2.31699,0.467168,149,9.10,9.10,9.10,2.24,0.45,81,27384
6bza,7.22372,5.71728,5.50543,2.40965,0.487657,380,7.30,5.10,4.90,2.31,0.47,649,63228
6bzc,6.21716,4.14057,3.43701,2.19743,0.438176,134,6.10,4.10,3.30,2.16,0.43,119,35032
6bzz,7.43333,5.8123,5.6798,2.40211,0.486048,327,7.10,5.50,5.30,2.30,0.47,524,63192
6c98,6.87763,5.44586,5.42528,2.71285,0.544919,41,6.90,5.10,4.50,2.64,0.54,17,11604
6c99,8.80337,5.29148,4.41035,2.70168,0.543037,52,8.30,4.90,4.70,2.64,0.53,18,11628
6ccz,9.59427,7.50097,7.50097,2.547,0.515286,306,9.10,8.30,7.30,2.48,0.51,419,54456
6cfc,6.37146,4.38755,4.38755,2.55769,0.517312,138,6.10,4.90,4.90,2.47,0.50,85,25152
6cfp,8.2105,7.07385,7.07385,2.94799,0.581217,270,7.50,6.70,6.70,2.12,0.42,255,38808
6ci6,15.7431,3.67417,3.67417,2.7341,0.548455,172,15.30,3.50,3.50,2.72,0.55,107,27564
6cpt,6.88077,6.88077,6.66366,2.63012,0.530605,76,7.50,6.50,4.10,2.39,0.49,33,16808
6cpw,5.80899,5.75695,3.90944,2.70823,0.544143,35,5.70,5.50,3.50,2.43,0.50,18,10736
6cwa,7.66581,5.81563,4.13703,2.58964,0.523267,14,7.10,5.30,4.10,2.29,0.46,3,4320
6cyg,9.72344,7.95852,7.71191,3.03288,0.592939,42,9.70,7.70,7.50,2.48,0.50,27,13224
6cyh,9.25378,8.0655,7.72744,3.0187,0.591027,53,8.90,7.70,7.70,2.46,0.50,26,13224
6d1z,7.84778,2.9799,2.9799,2.46332,0.49882,44,7.90,2.90,2.30,2.26,0.46,12,9312
6dcg,5.88171,5.81174,5.5524,2.66088,0.536031,35,5.70,5.30,5.30,2.38,0.48,17,10668
6dfm,3.56568,3.56568,3.34098,2.18155,0.434087,38,3.50,3.30,3.10,2.18,0.44,15,11860
6dfo,3.7445,3.7445,3.35405,2.19022,0.436327,55,3.30,3.30,3.10,2.18,0.44,14,11832
6dkg,7.71233,5.1154,5.1154,2.57182,0.519964,36,7.70,4.70,2.90,2.25,0.45,11,8888
6dlp,9.98457,7.13912,6.5301,3.35483,0.632003,90,9.50,7.30,6.30,2.65,0.54,66,19300
6e2t,4.84361,4.74592,3.82609,2.50476,0.507112,38,4.10,4.10,3.70,2.25,0.45,13,9948
6e2u,4.99723,4.86365,4.45115,2.49025,0.50424,34,4.50,4.10,3.70,2.28,0.46,14,10112
6e2v,5.34797,4.70906,4.30258,2.49664,0.505508,32,4.70,4.50,3.90,2.28,0.46,14,10112
6e2w,5.26719,5.14784,4.76959,2.50954,0.50805,39,4.70,4.50,3.90,2.29,0.46,15,10112
6e2y,5.23667,5.10871,4.76742,2.50244,0.506654,39,4.50,4.50,3.90,2.29,0.46,18,10112
6ebd,16.7446,7.11752,7.11752,3.4183,0.638835,146,16.50,6.90,6.70,2.96,0.59,122,24600
6ebg,17.6502,7.87927,7.87927,3.50593,0.647862,98,17.10,7.90,7.50,3.04,0.60,125,24576
6ekw,5.32975,3.33251,2.29833,2.32826,0.469747,20,5.30,3.90,2.90,2.37,0.48,4,5168
6ekx,5.48941,3.00205,2.31251,2.30761,0.465002,21,5.30,3.70,3.10,2.34,0.48,4,5160
6eky,5.52289,3.47521,2.32044,2.32596,0.469221,22,5.30,3.70,2.90,2.36,0.48,4,5160
6ekz,5.49737,3.49731,2.30201,2.30915,0.465359,18,5.30,3.90,2.90,2.35,0.48,3,5168
6el0,5.55983,3.29755,2.25865,2.32658,0.469363,20,5.30,3.90,2.70,2.36,0.48,4,5160
6el4,5.15316,3.39377,2.31172,2.31404,0.466487,21,5.10,3.70,2.90,2.36,0.48,3,5182
6epm,19.3572,14.2425,14.2425,3.83702,0.678248,568,19.10,13.90,13.90,3.70,0.67,1384,83088
6epn,19.3332,14.2935,14.2935,3.83655,0.678209,552,19.10,14.30,14.10,3.70,0.67,1394,83088
6epo,19.133,14.3801,14.3801,3.85179,0.679482,552,18.70,14.10,14.10,3.69,0.67,1643,82496
6epp,19.222,14.3354,14.3354,3.8451,0.678924,591,18.90,14.10,14.10,3.68,0.67,1429,82608
6esq,9.34843,7.30177,6.41818,2.40526,0.486722,509,9.10,7.10,6.10,2.39,0.49,1670,105464
6f2a,9.16042,7.09901,4.20763,2.7361,0.548785,34,8.70,7.30,4.10,2.49,0.51,16,10005
6f2b,8.53422,7.68005,3.76635,2.79483,0.558268,37,8.10,7.50,3.70,2.51,0.51,15,9875
6f5x,3.61355,3.61355,2.29922,2.63202,0.530942,31,3.50,3.50,1.90,2.55,0.52,4,4992
6ffl,7.94797,6.92195,4.21561,2.63142,0.530836,46,7.50,6.30,4.30,2.59,0.53,17,12048
6fh3,4.09213,3.15841,2.99956,2.25552,0.452646,50,4.10,2.90,2.70,2.13,0.42,14,10976
6gga,8.9587,6.13869,3.60962,2.74693,0.550565,42,8.70,6.10,3.70,2.48,0.50,21,12360
6ggb,8.96604,6.04135,3.75826,2.7222,0.546482,42,8.50,6.10,3.70,2.47,0.50,20,12420
6ggc,8.53121,6.07659,3.71689,2.73068,0.547891,49,8.30,6.10,3.70,2.47,0.50,20,12396
6ggd,8.68009,6.05321,3.76618,2.74254,0.549845,45,8.30,5.90,3.70,2.48,0.50,20,12360
6gge,9.02236,6.23581,3.54336,2.74676,0.550537,47,8.50,6.10,3.50,2.49,0.51,21,12396
6ggf,8.19304,6.18732,3.56312,2.75797,0.552363,44,8.10,6.10,3.70,2.49,0.51,21,12360
6gle,2.83654,2.61668,2.46734,2.03463,0.393224,14,2.70,2.30,2.30,1.71,0.28,3,5016
6glg,2.98264,2.98264,2.58132,2.05279,0.39859,16,2.50,2.30,2.10,1.73,0.29,3,5008
6glh,2.71934,2.71934,2.49019,2.04715,0.396933,15,2.50,2.30,2.10,1.72,0.29,3,4992
6gli,3.04191,2.88282,2.88282,2.04522,0.396363,17,2.90,2.50,2.50,1.72,0.29,3,4992
6glj,3.09078,3.09078,2.77576,2.03495,0.393318,13,2.90,2.90,2.90,1.71,0.28,3,4992
6gll,2.87881,1.9243,1.9243,1.88975,0.346703,37,2.30,1.90,1.90,1.62,0.24,9,10172
6glm,2.64268,2.64268,2.39336,2.03649,0.393776,15,2.50,2.30,2.30,1.71,0.28,3,5004
6gln,2.7916,2.70195,2.70195,2.03135,0.392243,14,2.90,2.30,2.30,1.71,0.28,3,5004
6glp,2.99922,2.57827,2.57827,1.90451,0.351766,39,2.70,2.30,2.30,1.61,0.24,9,10024
6glq,3.52257,2.87301,2.87301,1.8815,0.343839,41,2.90,2.30,2.30,1.61,0.24,9,10144
6glr,2.93152,2.58343,2.58343,1.8699,0.339767,36,2.50,2.30,2.10,1.60,0.23,9,10144
6gls,3.51274,2.78047,2.78047,1.85818,0.335602,39,3.10,2.50,2.50,1.59,0.23,9,10152
6glu,3.01538,2.98846,2.98846,2.02318,0.389789,14,2.90,2.50,2.50,1.70,0.28,3,5016
