pdb,lifesoaks_1d,lifesoaks_2d,lifesoaks_3d,lifesoaks_mc,lifesoaks_sc,mapchannels_1d,mapchannels_2d,mapchannels_3d,mapchannels_mc,mapchannels_sc
6bnf,20.3089,20.3089,20.3089,3.67111,0.663707,19.70,19.70,19.70,3.58,0.66
6boi,6.76349,5.83851,4.85027,2.84527,0.566098,6.50,5.70,5.50,2.87,0.57
6brd,8.61051,7.60148,6.03092,2.9997,0.588436,8.30,7.30,5.90,2.98,0.59
6bwq,9.44334,9.44334,9.44334,2.37162,0.479441,8.90,8.90,8.90,2.28,0.46
6bwr,9.79834,9.79834,9.79834,2.31699,0.467168,9.10,9.10,9.10,2.24,0.45
6bza,7.22372,5.71728,5.50543,2.40965,0.487657,7.30,5.10,4.90,2.31,0.47
6bzc,6.21716,4.14057,3.43701,2.19743,0.438176,6.10,4.10,3.30,2.16,0.43
6bzz,7.43333,5.8123,5.6798,2.40211,0.486048,7.10,5.50,5.30,2.30,0.47
6c98,6.87763,5.44587,5.42528,2.71285,0.544919,6.90,5.10,4.50,2.64,0.54
6c99,8.80337,5.29148,4.41035,2.70168,0.543037,8.30,4.90,4.70,2.64,0.53
6ccz,9.59427,7.50097,7.50097,2.547,0.515286,9.10,8.30,7.30,2.48,0.51
6cfc,6.37146,4.38755,4.38755,2.55769,0.517312,6.10,4.90,4.90,2.47,0.50
6cfp,8.2105,7.07385,7.07385,2.94799,0.581217,7.50,6.70,6.70,2.12,0.42
6ci6,15.7431,3.67417,3.67417,2.7341,0.548455,15.30,3.50,3.50,2.72,0.55
6cpt,6.88077,6.88077,6.66366,2.63012,0.530605,7.50,6.50,4.10,2.39,0.49
6cpw,5.80899,5.75695,3.90944,2.70823,0.544143,5.70,5.50,3.50,2.43,0.50
6cwa,7.66581,5.81563,4.13703,2.58964,0.523267,7.10,5.30,4.10,2.29,0.46
6cyg,9.72344,7.95852,7.71191,3.03288,0.592939,9.70,7.70,7.50,2.48,0.50
6cyh,9.25378,8.06549,7.72744,3.0187,0.591027,8.90,7.70,7.70,2.46,0.50
6d1z,7.84778,2.9799,2.9799,2.46332,0.49882,7.90,2.90,2.30,2.26,0.46
6dcg,5.88171,5.81174,5.5524,2.66088,0.536031,5.70,5.30,5.30,2.38,0.48
6dfm,3.56568,3.56568,3.34098,2.18155,0.434087,3.50,3.30,3.10,2.18,0.44
6dfo,3.7445,3.7445,3.35405,2.19022,0.436327,3.30,3.30,3.10,2.18,0.44
6dkg,7.71233,5.1154,5.1154,2.57182,0.519964,7.70,4.70,2.90,2.25,0.45
6dlp,9.98457,7.13912,6.5301,3.35483,0.632003,9.50,7.30,6.30,2.65,0.54
6e2t,4.84361,4.74592,3.82609,2.50476,0.507112,4.10,4.10,3.70,2.25,0.45
6e2u,4.99723,4.86365,4.45115,2.49025,0.50424,4.50,4.10,3.70,2.28,0.46
6e2v,5.34797,4.70872,4.30258,2.49664,0.505508,4.70,4.50,3.90,2.28,0.46
6e2w,5.26719,5.14785,4.76959,2.50954,0.50805,4.70,4.50,3.90,2.29,0.46
6e2y,5.23667,5.10872,4.76742,2.50244,0.506654,4.50,4.50,3.90,2.29,0.46
6ebd,16.7446,7.11752,7.11752,3.4183,0.638835,16.50,6.90,6.70,2.96,0.59
6ebg,17.6502,7.87927,7.87927,3.50593,0.647862,17.10,7.90,7.50,3.04,0.60
6ekw,5.32975,3.33251,2.29833,2.32826,0.469747,5.30,3.90,2.90,2.37,0.48
6ekx,5.48941,3.00205,2.31251,2.30761,0.465002,5.30,3.70,3.10,2.34,0.48
6eky,5.52289,3.47521,2.32044,2.32596,0.469221,5.30,3.70,2.90,2.36,0.48
6ekz,5.49737,3.49731,2.30201,2.30915,0.465359,5.30,3.90,2.90,2.35,0.48
6el0,5.55983,3.29755,2.25865,2.32658,0.469363,5.30,3.90,2.70,2.36,0.48
6el4,5.15316,3.39377,2.31172,2.31404,0.466487,5.10,3.70,2.90,2.36,0.48
6epm,19.3572,14.2425,14.2425,3.83702,0.678248,19.10,13.90,13.90,3.70,0.67
6epn,19.3332,14.2935,14.2935,3.83655,0.678209,19.10,14.30,14.10,3.70,0.67
6epo,19.133,14.3801,14.3801,3.85179,0.679482,18.70,14.10,14.10,3.69,0.67
6epp,19.222,14.3354,14.3354,3.8451,0.678924,18.90,14.10,14.10,3.68,0.67
6esq,9.34843,7.30177,6.41818,2.40526,0.486722,9.10,7.10,6.10,2.39,0.49
6f2a,9.16042,7.09901,4.20763,2.7361,0.548785,8.70,7.30,4.10,2.49,0.51
6f2b,8.53422,7.68005,3.76635,2.79483,0.558268,8.10,7.50,3.70,2.51,0.51
6f5x,3.61355,3.61355,2.29922,2.63202,0.530942,3.50,3.50,1.90,2.55,0.52
6ffl,7.94797,6.92195,4.21561,2.63142,0.530836,7.50,6.30,4.30,2.59,0.53
6fh3,4.09213,3.15841,2.99956,2.25552,0.452646,4.10,2.90,2.70,2.13,0.42
6gga,8.9587,6.13869,3.60962,2.74693,0.550565,8.70,6.10,3.70,2.48,0.50
6ggb,8.96603,6.04135,3.75826,2.7222,0.546482,8.50,6.10,3.70,2.47,0.50
6ggc,8.53121,6.07659,3.71689,2.73068,0.547891,8.30,6.10,3.70,2.47,0.50
6ggd,8.68009,6.05321,3.76618,2.74254,0.549845,8.30,5.90,3.70,2.48,0.50
6gge,9.02236,6.23581,3.54336,2.74676,0.550537,8.50,6.10,3.50,2.49,0.51
6ggf,8.19304,6.18733,3.56312,2.75797,0.552363,8.10,6.10,3.70,2.49,0.51
6gle,2.83654,2.61668,2.46734,2.03463,0.393224,2.70,2.30,2.30,1.71,0.28
6glg,2.98264,2.98264,2.58132,2.05279,0.39859,2.50,2.30,2.10,1.73,0.29
6glh,2.71934,2.71934,2.49019,2.04715,0.396933,2.50,2.30,2.10,1.72,0.29
6gli,3.04191,2.88282,2.88281,2.04522,0.396363,2.90,2.50,2.50,1.72,0.29
6glj,3.09078,3.09078,2.77576,2.03495,0.393318,2.90,2.90,2.90,1.71,0.28
6gll,2.87881,1.9243,1.9243,1.88975,0.346703,2.30,1.90,1.90,1.62,0.24
6glm,2.64268,2.64268,2.39336,2.03649,0.393776,2.50,2.30,2.30,1.71,0.28
6gln,2.7916,2.70195,2.70195,2.03135,0.392243,2.90,2.30,2.30,1.71,0.28
6glp,2.99922,2.57827,2.57827,1.90451,0.351766,2.70,2.30,2.30,1.61,0.24
6glq,3.52257,2.87301,2.87301,1.8815,0.343839,2.90,2.30,2.30,1.61,0.24
6glr,2.93152,2.58343,2.58343,1.8699,0.339767,2.50,2.30,2.10,1.60,0.23
6gls,3.51274,2.78047,2.78047,1.85818,0.335602,3.10,2.50,2.50,1.59,0.23
6glu,3.01538,2.98846,2.98846,2.02318,0.389789,2.90,2.50,2.50,1.70,0.28
6glv,2.97003,2.65307,2.65307,2.00488,0.384219,2.90,2.30,2.30,1.69,0.27
6guq,16.3051,10.2626,10.2626,3.54015,0.651267,15.70,10.30,10.30,3.05,0.60
6h4o,6.04255,5.31133,4.8546,2.59142,0.523594,5.70,5.10,4.50,2.45,0.50
6h4p,5.74106,5.4774,4.90741,2.61154,0.527264,5.30,5.10,4.70,2.49,0.51
6h4q,5.77268,5.06342,4.73417,2.55582,0.516958,5.30,4.70,4.70,2.45,0.50
6h4r,5.99026,5.31959,5.0058,2.61622,0.528111,5.30,5.10,4.90,2.47,0.50
6h4s,6.11012,5.07017,4.70649,2.62117,0.529002,5.90,4.70,4.50,2.46,0.50
6h4t,6.14468,4.96867,4.79461,2.61777,0.52839,5.50,5.30,4.50,2.48,0.50
6h4u,6.2349,5.36139,5.03268,2.73333,0.548327,6.10,5.10,5.10,2.63,0.53
6h4v,6.18195,5.29206,4.8665,2.72232,0.546501,5.90,5.30,4.90,2.59,0.53
6h4w,5.63129,4.92148,4.83769,2.60206,0.525541,5.50,5.10,4.70,2.45,0.50
6h4x,6.02204,5.20297,4.9611,2.6045,0.525986,5.70,4.70,4.30,2.46,0.50
6h4y,6.31412,5.30376,4.96172,2.61152,0.527261,6.10,4.90,4.90,2.47,0.50
6h4z,36.2497,12.8221,12.8221,4.39019,0.718789,38.90,12.30,12.30,4.19,0.71
6h50,39.0628,11.8591,11.8591,4.23768,0.708669,38.90,11.30,11.30,4.03,0.70
6h51,38.8076,11.9737,11.9737,4.22879,0.708056,38.70,11.70,11.70,4.00,0.69
6h52,38.8796,11.9891,11.9891,4.18967,0.705331,38.70,11.50,11.30,4.01,0.69
6h9x,16.9039,16.9039,16.9039,4.22841,0.708031,16.50,16.50,16.50,4.21,0.71
6hb5,5.20451,5.05972,2.95318,2.52783,0.51161,4.90,4.50,4.10,2.48,0.50
6hb6,5.2608,5.16836,2.95831,2.59718,0.52465,5.10,4.90,4.10,2.55,0.52
6hb7,5.26957,4.58462,2.95158,2.50125,0.50642,4.90,4.30,3.70,2.44,0.50
6hcx,13.0315,13.0315,13.0315,2.68182,0.539652,15.50,15.50,15.50,2.82,0.56
6hdz,18.9651,7.47021,6.20011,3.11159,0.603236,18.50,6.90,5.90,2.92,0.58
6he1,18.535,6.67517,6.09769,3.05641,0.596072,17.90,6.10,5.90,2.88,0.57
6he3,18.907,7.33501,5.9403,3.08746,0.600135,18.50,6.90,5.50,2.90,0.58
6heb,13.1606,13.1606,13.1606,2.67098,0.537785,15.50,15.50,15.50,2.81,0.56
6hfb,14.3514,5.99932,5.99932,2.98855,0.586901,14.50,5.50,4.70,2.76,0.56
6hfy,7.06908,6.34342,4.53333,2.3902,0.483487,6.50,6.30,4.50,2.47,0.50
6hg0,13.1513,13.1513,13.1513,2.68416,0.540054,15.70,15.70,15.70,2.84,0.57
6hhv,10.8024,9.67161,5.73332,3.03237,0.59287,10.10,9.10,7.90,3.01,0.59
6hhw,10.2788,9.56705,5.63825,2.97537,0.58507,9.70,9.10,7.30,2.95,0.58
6hhx,10.4642,9.70234,5.7608,3.03036,0.5926,10.10,9.30,7.90,3.00,0.59
6hhy,15.8916,15.8916,15.8916,4.16194,0.703367,15.50,15.50,15.50,4.11,0.70
6hhz,16.0697,16.0697,16.0697,4.1135,0.699874,15.70,15.70,15.50,4.09,0.70
6hi0,16.3304,16.3304,16.3304,4.22208,0.707592,15.90,15.90,15.90,4.20,0.71
6hmb,7.42922,6.23175,5.76545,2.62028,0.528841,6.90,5.70,5.50,2.39,0.49
6hmc,7.57973,6.30972,5.7679,2.59086,0.52349,7.30,6.10,5.30,2.36,0.48
6hmd,7.31739,6.20992,5.65918,2.34574,0.473697,6.90,5.70,5.30,2.14,0.42
6i1q,6.16853,6.16853,6.16853,2.7473,0.550625,7.10,7.10,7.10,2.83,0.57
6i5y,5.96187,5.25176,3.51735,2.61152,0.527261,5.50,5.30,4.50,2.55,0.52
6jk4,10.6269,1.79704,1.79704,2.22128,0.444209,10.30,1.70,1.70,2.04,0.40
6joe,13.7578,3.70876,3.70876,2.88544,0.572139,13.50,3.70,3.70,2.57,0.52
6jof,5.24112,4.38387,3.92407,2.39502,0.484527,4.90,4.10,3.90,2.08,0.41
6lgy,5.44021,4.60592,4.06004,2.3833,0.481992,5.30,4.30,3.70,2.37,0.48
6m88,6.5713,6.5713,3.23199,2.32838,0.469774,6.70,6.30,3.10,2.14,0.43
6m89,7.20057,7.20057,3.12902,2.34281,0.473039,6.90,6.90,2.50,2.15,0.43
6m8a,6.67531,6.67531,2.84059,2.37165,0.479447,6.30,6.10,2.70,2.19,0.44
6m8b,6.29401,6.29401,2.86305,2.34897,0.474422,6.30,6.10,2.70,2.16,0.43
6m8c,7.22219,7.22219,2.99786,2.36998,0.479081,6.90,6.90,2.90,2.18,0.44
6m8d,6.17329,6.17329,3.5541,2.36101,0.477101,6.10,5.90,3.10,2.18,0.44
6m8e,6.33318,6.33318,2.84028,2.37754,0.480737,5.90,5.70,2.50,2.19,0.44
6mao,23.0509,5.94341,5.94341,3.96699,0.68879,23.10,5.70,5.70,3.38,0.64
6mc0,6.93529,4.12687,3.7567,2.413,0.488369,6.50,3.90,3.70,2.33,0.47
6mg5,9.11134,5.48861,5.48861,2.79976,0.559046,8.90,5.50,4.70,2.77,0.56
6mkq,7.86811,7.86811,7.86811,2.22608,0.445406,7.10,7.10,6.90,2.21,0.45
6muj,20.9181,20.9181,20.9181,3.87713,0.681577,20.50,20.50,20.30,3.59,0.66
6myq,13.4745,12.6584,12.6584,3.52903,0.650168,13.10,12.50,12.10,3.48,0.65
6myr,14.8068,11.9991,11.9991,3.68848,0.66529,14.30,13.30,11.90,3.64,0.66
6mys,14.5548,12.1747,12.1747,3.63785,0.660633,14.30,13.30,11.90,3.60,0.66
6myt,12.788,11.8745,11.8399,3.49735,0.646999,12.70,12.30,11.70,3.46,0.64
6n5c,9.35849,5.0366,4.02999,2.8254,0.563047,9.10,4.70,3.90,2.71,0.55
6n9q,9.85794,9.85794,9.85794,3.91262,0.684465,9.90,9.70,9.70,3.84,0.68
6n9r,9.45514,9.17015,9.17015,2.92649,0.57814,9.50,8.90,8.70,2.70,0.55
6nae,14.4006,14.4006,14.4006,4.63454,0.733616,15.90,15.90,15.50,3.43,0.64
6nie,6.56709,6.24619,5.42274,2.43013,0.491975,6.30,5.70,4.90,2.34,0.48
6o0e,12.0662,8.97809,8.97809,3.80553,0.675586,11.70,8.90,8.90,3.60,0.66
6o9o,5.14174,3.64421,3.64272,2.25045,0.451413,4.50,3.50,3.30,2.22,0.45
6oaq,4.81487,4.81487,4.81487,2.44755,0.495591,4.50,3.90,3.90,2.36,0.48
6ori,4.853,4.853,3.70957,2.08614,0.408206,4.70,3.30,3.30,1.94,0.37
6p6g,5.14174,3.64421,3.64272,2.25045,0.451413,4.50,3.50,3.30,2.22,0.45
6p6k,4.62227,3.57536,3.57536,2.18295,0.434448,4.10,3.30,3.30,2.14,0.43
6p7z,4.69298,3.68754,3.48873,2.22932,0.446213,4.10,3.50,3.30,2.19,0.44
6pa5,6.3732,4.24418,4.20279,2.15679,0.427589,6.30,4.50,3.90,2.05,0.40
6pa6,6.39458,4.17801,4.08481,2.16818,0.430596,6.30,4.30,3.90,2.06,0.40
6pa8,6.22783,4.39828,4.3547,2.14069,0.423285,6.10,4.10,4.10,2.08,0.41
6pac,6.07366,4.07981,4.03439,2.13712,0.422321,5.70,3.90,3.70,2.06,0.40
6paf,4.91008,4.02471,3.66453,2.21083,0.441582,4.50,3.90,3.50,2.16,0.43
6peb,7.34268,5.37518,5.37518,2.50744,0.507638,6.30,6.10,5.10,2.34,0.48
6pkg,35.8001,35.8001,35.8001,7.80179,0.841758,35.50,35.50,35.50,7.56,0.84
6pki,16.4921,14.2307,14.2307,4.04778,0.695001,15.70,13.70,13.50,3.92,0.69
6pku,13.6558,5.81508,5.45045,2.73363,0.548379,13.30,5.30,4.70,2.40,0.49
6pt8,4.61895,3.62009,3.34916,2.06963,0.403484,4.30,3.30,2.70,2.06,0.40
6q89,7.59983,4.787,4.03078,2.43025,0.492,7.30,4.70,2.90,2.36,0.48
6q8a,6.2688,5.45729,3.48509,2.45653,0.497435,5.90,5.10,3.10,2.30,0.47
6q8b,8.11371,5.1394,4.25131,2.4323,0.492428,7.70,5.10,2.90,2.32,0.47
6q8c,7.62946,5.39124,4.32408,2.46784,0.499738,7.30,4.90,3.10,2.35,0.48
6q8p,7.82173,7.18729,5.42178,2.58859,0.523074,7.50,6.70,5.30,2.55,0.52
6qcv,43.2484,20.8259,20.8259,5.58409,0.778913,42.30,20.90,20.70,5.32,0.77
6qge,3.38448,3.07487,3.07487,2.09897,0.411822,2.90,2.70,2.70,2.10,0.41
6qgf,3.37279,3.37249,3.37249,2.08475,0.407809,2.90,2.50,2.30,2.08,0.41
6qju,5.75009,4.96417,4.96417,2.43121,0.492199,5.50,4.30,4.30,2.30,0.47
6qsk,8.62149,6.85662,6.83759,3.2383,0.618761,8.10,6.10,5.90,2.87,0.57
6qxn,14.3927,14.3927,14.3927,4.14749,0.702333,14.30,14.10,14.10,3.72,0.67
6r4v,11.2305,6.92657,6.92657,2.58418,0.52226,10.70,6.70,6.50,2.45,0.50
6rd1,8.05621,8.05621,5.94652,2.82049,0.562286,7.70,7.70,5.90,2.53,0.51
6rhc,15.2903,3.95192,3.94323,2.67934,0.539226,15.10,4.70,3.50,2.59,0.53
6rhr,7.06176,6.33102,3.2343,2.44256,0.494561,6.70,6.70,3.10,2.47,0.50
6rhu,7.03728,6.33087,3.22649,2.44351,0.494756,6.70,6.70,3.10,2.47,0.50
6rhx,7.02564,6.34276,3.24145,2.44504,0.495072,6.70,6.70,3.10,2.47,0.50
6ri0,7.07582,6.33026,3.23644,2.45064,0.496226,6.70,6.70,3.10,2.48,0.50
6ri2,7.07415,6.38043,3.28468,2.46243,0.498639,6.90,6.70,3.10,2.49,0.51
6ri4,6.92005,6.37592,3.24073,2.44916,0.495922,6.70,6.70,2.90,2.49,0.51
6ri6,6.95113,6.42733,3.22151,2.45023,0.496142,6.70,6.70,2.90,2.49,0.51
6ri8,6.9436,6.41803,3.23247,2.46002,0.498148,6.70,6.70,2.90,2.49,0.51
6rii,6.95451,6.42174,3.2461,2.46183,0.498516,6.90,6.70,2.90,2.49,0.51
6rik,7.02648,6.47961,3.28603,2.47246,0.500672,6.70,6.70,2.90,2.50,0.51
6ril,7.02836,6.46143,3.23501,2.46682,0.499531,6.70,6.50,2.90,2.50,0.51
6rlt,21.0079,21.0079,21.0079,3.62213,0.65916,20.70,20.70,20.70,3.46,0.65
6rlu,21.0474,21.0474,21.0474,3.62823,0.659733,20.90,20.90,20.90,3.50,0.65
6rlv,20.9566,20.9566,20.9566,3.64271,0.661085,20.70,20.70,20.50,3.48,0.65
6rpy,5.42634,5.00621,3.42238,2.45346,0.496805,5.10,4.50,3.10,2.24,0.45
6rra,7.5018,7.06603,6.99195,2.97881,0.58555,7.30,7.10,6.70,2.98,0.59
6ruu,30.1777,6.75341,5.5706,4.26862,0.710781,29.70,6.90,5.10,3.70,0.67
6s0t,9.45143,5.22571,4.55099,2.83065,0.563857,9.10,4.70,4.70,2.72,0.55
6s0v,9.26101,5.25563,4.47943,2.76798,0.553983,9.10,4.70,4.50,2.69,0.54
6s0w,9.27904,5.11116,4.7306,2.78792,0.557172,8.90,4.90,4.50,2.70,0.54
6s2g,24.4184,13.5098,5.85643,3.86685,0.680731,27.30,14.30,9.90,3.89,0.68
6s2h,25.4642,13.4643,5.80267,3.8359,0.678155,27.90,14.30,10.30,3.91,0.69
6s3z,25.0849,13.3202,5.78572,3.8204,0.676849,27.70,13.70,9.90,3.90,0.68
6s82,24.9832,13.3064,5.8104,3.79352,0.674559,27.30,13.70,9.90,3.87,0.68
6si0,8.47041,5.98331,3.78372,2.72419,0.546814,8.30,5.90,3.70,2.46,0.50
6si3,8.65624,6.19181,3.86963,2.75168,0.55134,8.30,6.10,3.50,2.49,0.51
6sjc,10.727,9.61508,6.30244,3.00517,0.589185,10.10,9.10,7.50,2.99,0.59
6smy,5.25283,4.43523,3.76342,2.18781,0.435705,4.90,4.90,3.50,2.04,0.40
6srd,8.94093,8.33793,6.33463,2.59854,0.524899,8.30,7.90,5.90,2.56,0.52
6ssz,11.1685,10.0361,10.0361,3.43848,0.640956,10.50,9.70,9.50,3.41,0.64
6sud,8.77401,8.00667,6.39724,2.60243,0.52561,8.50,7.70,6.10,2.56,0.52
6syc,5.40139,2.78275,2.48828,2.13114,0.4207,4.90,2.30,2.10,2.12,0.42
6syd,4.82166,2.86952,2.86952,2.0279,0.391208,4.70,2.70,2.50,2.01,0.39
6sye,3.76575,3.6489,2.37192,2.08569,0.408077,3.50,3.30,2.10,2.09,0.41
6tbq,3.47044,3.09473,3.09473,2.00438,0.384066,3.50,2.90,2.70,2.02,0.39
6te2,7.48773,6.27604,6.11037,2.61034,0.527047,6.90,5.90,5.70,2.38,0.48
6tei,13.102,10.58,10.58,3.20949,0.615339,13.10,10.90,10.70,3.05,0.60
6tew,7.594,6.15147,5.99994,2.58886,0.523122,6.90,5.50,5.50,2.35,0.48
6tgu,7.28648,5.99025,5.54417,2.61204,0.527356,7.10,5.70,5.30,2.38,0.48
6tyj,5.12774,4.96873,4.96873,2.2311,0.446654,4.90,4.70,4.70,2.11,0.42
6u4r,17.415,3.93693,3.93693,2.8484,0.566575,16.90,4.10,3.50,2.83,0.57
6u5a,15.983,3.7601,3.7601,2.79172,0.557775,15.70,3.90,3.70,2.77,0.56
6u6a,6.45229,6.45229,5.22033,2.75744,0.552277,6.10,6.10,4.30,2.73,0.55
6ufk,9.25504,9.25504,7.10853,2.96019,0.582943,8.90,6.90,6.90,2.95,0.72
6uh2,5.40035,5.01442,4.28226,2.18444,0.434836,5.10,4.70,4.50,2.12,0.42
6utp,7.67749,6.02905,6.02905,2.76026,0.552735,7.10,5.50,5.50,2.32,0.47
6utq,9.40686,6.29857,6.29857,2.86311,0.568801,8.70,5.50,5.50,2.44,0.50
6utr,8.88862,6.93851,6.93851,2.90675,0.575275,8.10,6.70,6.70,2.53,0.51
6utt,8.71082,6.12968,6.12968,2.79711,0.558627,8.10,5.70,5.70,2.44,0.50
6v29,7.69964,4.31463,4.23314,2.25871,0.45342,7.50,4.10,3.90,2.10,0.42
6v2a,6.25983,4.44988,4.37837,2.16755,0.430432,5.90,4.30,4.10,2.09,0.41
6v2b,6.12321,4.40748,4.26652,2.15468,0.42703,5.90,4.30,4.10,2.08,0.41
6v3m,10.3178,4.74137,4.73093,2.33393,0.471035,9.70,4.50,4.10,2.04,0.40
6vgg,19.5378,18.4094,18.4094,5.28204,0.766271,19.50,18.30,18.30,4.08,0.71
6vot,5.84791,5.49676,5.49676,2.33803,0.471962,5.70,5.30,5.10,2.20,0.44
6wfg,6.34548,5.97944,5.96165,3.04125,0.594059,6.50,5.70,5.10,2.72,0.55
6wfk,6.6496,6.10476,5.79974,3.03432,0.593132,6.70,5.70,5.30,2.73,0.55
6wjt,46.8303,6.70426,6.70426,4.31164,0.713666,45.90,6.90,6.90,4.05,0.70
6wkq,46.521,6.66202,6.66202,4.27355,0.711114,45.90,6.90,6.90,4.02,0.69
6wq3,48.6706,6.39232,6.39232,4.69163,0.736857,48.30,6.50,6.50,4.44,0.72
6wrz,48.8834,7.14336,7.14336,4.6571,0.734907,48.50,7.50,7.30,4.40,0.72
6wvn,48.7559,6.45021,6.45021,4.63829,0.733831,48.50,6.70,6.70,4.43,0.72
6x9f,10.5207,6.37047,6.18785,2.98524,0.586442,10.30,6.50,6.10,1.93,0.36
6x9n,10.6289,6.4137,6.26989,2.99819,0.588229,10.30,6.50,6.10,1.94,0.37
6xhc,4.40464,3.69295,2.37343,2.18702,0.435501,4.10,3.70,2.10,2.19,0.44
6xl2,4.54384,3.70954,3.70954,2.21774,0.443323,3.90,3.70,3.70,1.86,0.34
6xoz,13.5683,7.21479,7.21479,3.18391,0.612248,12.90,6.90,6.70,2.70,0.55
6xp0,11.4382,6.58902,6.2924,2.91409,0.576345,11.10,6.50,5.90,2.47,0.50
6xp1,12.3535,6.2085,6.00863,2.92601,0.578071,12.10,6.10,5.90,2.49,0.51
6xp2,11.6879,6.01697,5.98984,2.87021,0.569869,11.50,5.90,5.70,2.44,0.50
6xp3,9.28672,7.88662,7.1192,2.82906,0.563612,8.90,7.50,6.70,2.41,0.49
6xxq,6.13763,6.0409,6.0409,2.67955,0.539264,6.50,5.70,5.30,2.51,0.51
6xz0,7.22714,4.83876,4.83876,2.60834,0.526685,7.70,4.50,4.50,2.46,0.50
6ykk,6.2435,4.83066,3.60552,2.40521,0.486711,5.90,4.90,3.30,2.27,0.46
6ykl,5.84087,5.36518,3.37619,2.39782,0.485129,5.50,5.10,2.90,2.30,0.47
6ykn,6.45176,5.61474,3.55176,2.39408,0.484325,6.10,5.30,2.50,2.31,0.47
6yko,6.21158,5.51692,3.57058,2.38654,0.482696,6.10,5.30,2.70,2.30,0.47
6ykq,6.29191,5.32079,3.36463,2.33576,0.471449,5.90,5.10,2.30,2.26,0.46
6yks,6.24156,5.39012,3.5834,2.43287,0.492546,5.90,5.30,3.30,2.26,0.46
6ykt,5.97766,5.40732,3.55471,2.36206,0.477334,5.90,5.10,2.50,2.28,0.46
6yku,5.86848,5.43038,3.49818,2.34248,0.472965,5.50,5.10,2.90,2.26,0.46
6ykv,6.28429,5.29363,3.61068,2.35123,0.474927,5.70,5.10,2.50,2.27,0.46
6ykw,6.30914,5.25308,3.50807,2.40929,0.487581,5.90,4.90,2.70,2.31,0.47
6ykx,6.126,5.01983,3.43994,2.37887,0.481027,5.70,4.70,3.10,2.29,0.46
6yna,9.36197,4.91477,4.91477,2.70817,0.544133,9.10,4.30,3.90,2.69,0.54
6ynb,9.31278,4.95351,4.95351,2.70948,0.544352,8.50,4.30,3.70,2.66,0.54
6ync,9.53042,5.05991,5.05991,2.75061,0.551165,8.90,4.70,4.30,2.72,0.55
6ynr,6.69353,6.38912,6.38912,2.56392,0.518484,6.10,5.70,5.50,2.50,0.51
6ynt,6.45479,6.11224,6.11224,2.55202,0.51624,5.70,5.70,4.90,2.52,0.51
6ypf,8.78052,1.80344,1.80344,2.49909,0.505993,8.50,1.70,1.50,2.18,0.44
6yqi,9.55446,4.87114,4.87114,2.72913,0.547633,8.90,4.30,3.70,2.67,0.54
6yqj,9.78481,4.85514,4.85514,2.74055,0.549518,9.50,4.50,4.10,2.70,0.54
6yqk,10.171,4.54562,4.54562,2.75946,0.552606,9.70,4.10,4.10,2.69,0.54
6z08,4.89871,4.78515,4.78515,2.25813,0.453279,4.10,4.10,4.10,2.19,0.44
6z44,4.82395,4.2012,4.2012,2.27189,0.45659,4.10,4.10,3.90,2.20,0.44
7a0p,6.13424,5.21057,3.02594,2.46688,0.499543,5.70,5.10,3.10,2.28,0.46
7a1b,7.66732,6.19787,6.15403,2.62025,0.528835,6.90,5.90,5.70,2.38,0.48
7a1z,7.65202,6.30047,5.93372,2.62413,0.529533,6.90,5.70,5.50,2.40,0.49
7a22,6.35554,6.13667,5.54616,2.63805,0.532016,5.90,5.70,5.10,2.41,0.49
7a2h,7.89195,6.58918,6.11965,2.6724,0.53803,7.50,6.30,5.30,2.42,0.49
7ap1,16.6494,16.6494,16.6494,4.32157,0.714324,16.30,16.10,16.10,4.23,0.71
7ap2,6.40479,5.37011,3.58854,2.37616,0.480436,5.90,5.10,2.90,2.28,0.46
7ap3,5.01527,5.01145,2.93506,2.56663,0.518993,4.90,4.90,4.10,2.51,0.51
7ap4,10.5195,9.2457,5.65955,3.01252,0.590188,9.90,9.10,7.70,2.98,0.59
7at1,19.3671,7.77631,7.77631,3.35547,0.632073,19.50,7.30,7.30,3.30,0.63
7icf,5.78983,5.27115,3.84265,3.00482,0.589137,6.10,5.10,3.70,2.94,0.59
7icj,6.09434,5.38859,4.07134,3.03132,0.59273,6.30,5.10,3.90,2.96,0.59
7ico,5.97542,5.36909,4.25292,3.0271,0.592162,6.10,5.30,3.90,2.96,0.59
7icp,6.22364,5.32749,4.05153,3.03409,0.593101,6.30,5.10,3.90,2.96,0.59
7icq,6.03947,5.41261,4.03679,3.03712,0.593507,6.10,5.30,3.90,2.97,0.59
7icr,6.27216,5.28046,4.22401,3.03979,0.593865,6.50,5.10,3.90,2.97,0.59
7ict,6.00803,5.41571,4.11173,3.03123,0.592717,6.10,5.30,3.70,2.96,0.59
7icu,5.80526,5.2877,3.86086,3.00813,0.589589,5.90,5.10,3.70,2.94,0.59
7jhe,50.4415,6.55186,6.55186,4.87411,0.746709,49.50,6.70,6.50,4.57,0.73
7jme,4.64898,3.4528,2.51698,2.07353,0.404606,4.10,3.10,2.50,2.00,0.39
7jpe,50.5386,7.49,7.49,4.87715,0.746867,49.70,7.70,7.70,4.57,0.73
7kaw,12.2676,9.8965,9.8965,2.79679,0.558577,12.10,9.90,9.70,2.69,0.54
